天体名称,距离模数,退行速度
IC4088,35.43,7122
PGC083757,34.01,8244
PGC083759,34.99,7292
PGC083760,34.71,5752
PGC083762,34.85,8665
PGC083764,35.19,5983
PGC083766,34.52,7621
PGC045023,33.55,7430
NGC4929,35.43,6241
PGC045032,34.24,8224
PGC094012,35.16,8386
PGC045498,36.03,10126
IC0851,33.22,2619
IC4210,34.48,6384
UGC08317,34.4,6068
NGC5081,35.47,6660
PGC046640,35.89,10295
NGC5116,33.1,2910
IC0902,32.21,1714
UGC08662,32.75,2081
PGC048783,35.09,7180
UGC08742,32.25,2333
NGC5313,33.36,2617
NGC5337,33.51,2204
NGC5356,31.45,1346
PGC049732,32.43,2642
UGC09245,31.15,2018
NGC5630,32.42,2771
UGC09389,32.71,1858
NGC5698,34.02,3734
UGC09530,34.62,8596
UGC09556,33.71,2462
UGC09612,35.98,10963
UGC09638,32.63,2427
PGC214352,35.85,10112
PGC053805,34.72,14906
UGC09703,32.29,2636
UGC09845,33.19,1945
IC1125,32.34,2814
PGC2085703,38.27,28568
UGC10244,35.76,10011
NGC6195,35.81,9159
PGC2172338,35.3,8074
PGC1188501,36.54,14970
NGC7112,34.26,6036
PGC999654,36.19,15072
PGC037040,34.24,7642
UGC09394,32.26,1802
UGC09682,32.94,1823
UGC08282,33.45,2176
PGC1154577,36.43,18910
NGC5014,29.03,1180
PGC1130011,36.65,20081
PGC1808334,35,9761
SDSSJ224142.05-000812.9,36.88,17485
UGC09746,32.24,1751
UGC05798,32.59,1573
NGC4081,31.33,1605
PGC2078048,35.4,6161
UGC06363,35.03,6267
PGC1154145,35.67,13749
PGC1161680,36.6,19672
IC4567,34.01,5866
UGC05249,32.35,1734
UGC09056,32.05,2149
PGC039401,35.08,6861
NGC4993,33.19,2802
NGC4080,31.06,542
UGC04754,34.39,5459
IC3442,31.12,1198
IC3019,31.14,1615
UGC07854,30.98,914
UGC07399A,31.15,1371
